epoch,f1_score,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_f1_score,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.12121212482452393,66.0,804.0,0.7180549502372742,0.0694444477558136,0.4761904776096344,942.0,60.0,0.16326528787612915,4.0,37.0,0.6678553819656372,0.09756097197532654,0.5,45.0,4.0
1,0.12460401654243469,67.0,762.0,0.7080674767494202,0.0718635842204094,0.4682539701461792,984.0,59.0,0.1666666567325592,4.0,36.0,0.6593490839004517,0.10000000149011612,0.5,46.0,4.0
2,0.14743590354919434,57.0,741.0,0.6905505657196045,0.08518518507480621,0.5476190447807312,1005.0,69.0,0.1666666567325592,4.0,36.0,0.6537633538246155,0.10000000149011612,0.5,46.0,4.0
3,0.15468409657478333,55.0,721.0,0.6825271844863892,0.08964646607637405,0.5634920597076416,1025.0,71.0,0.17777778208255768,4.0,33.0,0.6460742950439453,0.10810811072587967,0.5,49.0,4.0
4,0.1727861762046814,46.0,720.0,0.6518681049346924,0.10000000149011612,0.6349206566810608,1026.0,80.0,0.23255814611911774,3.0,30.0,0.634594738483429,0.1428571492433548,0.625,52.0,5.0
5,0.18203309178352356,49.0,643.0,0.6562486886978149,0.10694444179534912,0.6111111044883728,1103.0,77.0,0.24390244483947754,3.0,28.0,0.6257859468460083,0.1515151560306549,0.625,54.0,5.0
6,0.2075471729040146,38.0,634.0,0.6327078938484192,0.12188365310430527,0.6984127163887024,1112.0,88.0,0.24390244483947754,3.0,28.0,0.6171234250068665,0.1515151560306549,0.625,54.0,5.0
7,0.22327791154384613,32.0,622.0,0.6195316910743713,0.1312849223613739,0.7460317611694336,1124.0,94.0,0.2857142984867096,2.0,28.0,0.6071516871452332,0.1764705926179886,0.75,54.0,6.0
8,0.22756005823612213,36.0,575.0,0.6136642098426819,0.13533835113048553,0.7142857313156128,1171.0,90.0,0.292682945728302,2.0,27.0,0.5968441367149353,0.1818181872367859,0.75,55.0,6.0
9,0.24039654433727264,29.0,584.0,0.6004691123962402,0.14243759214878082,0.7698412537574768,1162.0,97.0,0.292682945728302,2.0,27.0,0.5878059267997742,0.1818181872367859,0.75,55.0,6.0
10,0.26385223865509033,26.0,532.0,0.5773509740829468,0.1582278460264206,0.7936508059501648,1214.0,100.0,0.3255813717842102,1.0,28.0,0.5808729529380798,0.20000000298023224,0.875,54.0,7.0
11,0.27371272444725037,25.0,511.0,0.5669679045677185,0.16503268480300903,0.8015872836112976,1235.0,101.0,0.3414634168148041,1.0,26.0,0.5682501792907715,0.21212121844291687,0.875,56.0,7.0
12,0.3017241358757019,21.0,465.0,0.551507294178009,0.18421052396297455,0.8333333134651184,1281.0,105.0,0.3684210479259491,1.0,23.0,0.5579825639724731,0.23333333432674408,0.875,59.0,7.0
13,0.3090378940105438,20.0,454.0,0.5363505482673645,0.18928571045398712,0.841269850730896,1292.0,106.0,0.4000000059604645,1.0,20.0,0.5446151494979858,0.25925925374031067,0.875,62.0,7.0
14,0.30534350872039795,26.0,429.0,0.5369006991386414,0.18903592228889465,0.7936508059501648,1317.0,100.0,0.42424243688583374,1.0,18.0,0.5369740128517151,0.2800000011920929,0.875,64.0,7.0
15,0.33697348833084106,18.0,407.0,0.5203233957290649,0.20970873534679413,0.8571428656578064,1339.0,108.0,0.4374999701976776,1.0,17.0,0.5267931818962097,0.2916666567325592,0.875,65.0,7.0
16,0.37110012769699097,13.0,370.0,0.5011139512062073,0.23395444452762604,0.89682537317276,1376.0,113.0,0.4374999701976776,1.0,17.0,0.5192806720733643,0.2916666567325592,0.875,65.0,7.0
17,0.36129030585289,14.0,382.0,0.4928414821624756,0.2267206460237503,0.8888888955116272,1364.0,112.0,0.46666669845581055,1.0,15.0,0.5048051476478577,0.3181818127632141,0.875,67.0,7.0
18,0.3719298243522644,20.0,338.0,0.5014171600341797,0.2387387454509735,0.841269850730896,1408.0,106.0,0.46666669845581055,1.0,15.0,0.4953656494617462,0.3181818127632141,0.875,67.0,7.0
19,0.39361700415611267,15.0,327.0,0.4834507405757904,0.25342464447021484,0.8809523582458496,1419.0,111.0,0.48275864124298096,1.0,14.0,0.48576056957244873,0.3333333432674408,0.875,68.0,7.0
20,0.4216417968273163,13.0,297.0,0.4704015552997589,0.2756097614765167,0.89682537317276,1449.0,113.0,0.48275864124298096,1.0,14.0,0.4758561849594116,0.3333333432674408,0.875,68.0,7.0
21,0.4312976896762848,13.0,285.0,0.4597457945346832,0.2839196026325226,0.89682537317276,1461.0,113.0,0.48275864124298096,1.0,14.0,0.46952658891677856,0.3333333432674408,0.875,68.0,7.0
22,0.4337811768054962,13.0,282.0,0.44620251655578613,0.2860759496688843,0.89682537317276,1464.0,113.0,0.5,1.0,13.0,0.4561213254928589,0.3499999940395355,0.875,69.0,7.0
23,0.47035568952560425,7.0,261.0,0.4317311644554138,0.3131578862667084,0.9444444179534912,1485.0,119.0,0.5185185074806213,1.0,12.0,0.44795018434524536,0.3684210479259491,0.875,70.0,7.0
24,0.4796748161315918,8.0,248.0,0.41147929430007935,0.3224043846130371,0.9365079402923584,1498.0,118.0,0.5185185074806213,1.0,12.0,0.4349732995033264,0.3684210479259491,0.875,70.0,7.0
25,0.48851773142814636,9.0,236.0,0.41609248518943787,0.33144477009773254,0.9285714030265808,1510.0,117.0,0.5185185074806213,1.0,12.0,0.42341122031211853,0.3684210479259491,0.875,70.0,7.0
26,0.5106382369995117,6.0,224.0,0.40724411606788635,0.3488371968269348,0.9523809552192688,1522.0,120.0,0.5185185074806213,1.0,12.0,0.4161842465400696,0.3684210479259491,0.875,70.0,7.0
27,0.5074626803398132,7.0,224.0,0.39321479201316833,0.3469387888908386,0.9444444179534912,1522.0,119.0,0.5384615659713745,1.0,11.0,0.4048253893852234,0.3888888955116272,0.875,71.0,7.0
28,0.5209712982177734,8.0,209.0,0.39008110761642456,0.3608562648296356,0.9365079402923584,1537.0,118.0,0.5384615659713745,1.0,11.0,0.3946622312068939,0.3888888955116272,0.875,71.0,7.0
29,0.5339168310165405,4.0,209.0,0.3754841983318329,0.36858007311820984,0.9682539701461792,1537.0,122.0,0.5384615659713745,1.0,11.0,0.38625368475914,0.3888888955116272,0.875,71.0,7.0
30,0.54831463098526,4.0,197.0,0.3684372901916504,0.3824451267719269,0.9682539701461792,1549.0,122.0,0.5384615659713745,1.0,11.0,0.37630054354667664,0.3888888955116272,0.875,71.0,7.0
