epoch,f1_score,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_f1_score,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.1675041764974594,76.0,421.0,0.7363293170928955,0.10615710914134979,0.3968254029750824,1325.0,50.0,0.2666666805744171,4.0,18.0,0.5379077196121216,0.1818181872367859,0.5,64.0,4.0
1,0.18731117248535156,64.0,474.0,0.7196893692016602,0.11567164212465286,0.4920634925365448,1272.0,62.0,0.25806450843811035,4.0,19.0,0.5538845658302307,0.17391304671764374,0.5,63.0,4.0
2,0.18556702136993408,63.0,490.0,0.68109530210495,0.1139240488409996,0.5,1256.0,63.0,0.3030303120613098,3.0,20.0,0.5671570897102356,0.20000000298023224,0.625,62.0,5.0
3,0.21714286506175995,50.0,498.0,0.6587009429931641,0.1324041783809662,0.60317462682724,1248.0,76.0,0.29411765933036804,3.0,21.0,0.5695695877075195,0.19230769574642181,0.625,61.0,5.0
4,0.19801980257034302,56.0,511.0,0.6475584506988525,0.1204819306731224,0.5555555820465088,1235.0,70.0,0.2857142686843872,3.0,22.0,0.5696083307266235,0.18518517911434174,0.625,60.0,5.0
5,0.23546946048736572,47.0,466.0,0.606194019317627,0.1449541300535202,0.6269841194152832,1280.0,79.0,0.3333333134651184,2.0,22.0,0.5715968608856201,0.2142857164144516,0.75,60.0,6.0
6,0.22191010415554047,47.0,507.0,0.5872628092765808,0.13481228053569794,0.6269841194152832,1239.0,79.0,0.3333333134651184,2.0,22.0,0.5683505535125732,0.2142857164144516,0.75,60.0,6.0
7,0.24285714328289032,41.0,489.0,0.563704252243042,0.1480836272239685,0.6746031641960144,1257.0,85.0,0.37837839126586914,1.0,22.0,0.5583837032318115,0.24137930572032928,0.875,60.0,7.0
8,0.257342666387558,34.0,497.0,0.5421351194381714,0.1561969369649887,0.7301587462425232,1249.0,92.0,0.4000000059604645,1.0,20.0,0.5445345640182495,0.25925925374031067,0.875,62.0,7.0
9,0.2551928758621216,40.0,462.0,0.5412299633026123,0.15693430602550507,0.682539701461792,1284.0,86.0,0.4000000059604645,1.0,20.0,0.5375217795372009,0.25925925374031067,0.875,62.0,7.0
10,0.2882615327835083,29.0,450.0,0.5059126019477844,0.1773308962583542,0.7698412537574768,1296.0,97.0,0.4000000059604645,1.0,20.0,0.5303560495376587,0.25925925374031067,0.875,62.0,7.0
11,0.2764977216720581,36.0,435.0,0.5057031512260437,0.17142857611179352,0.7142857313156128,1311.0,90.0,0.4117646813392639,1.0,19.0,0.5187216997146606,0.26923078298568726,0.875,63.0,7.0
12,0.27760252356529236,38.0,420.0,0.5006853342056274,0.17322835326194763,0.6984127163887024,1326.0,88.0,0.4117646813392639,1.0,19.0,0.5149549841880798,0.26923078298568726,0.875,63.0,7.0
13,0.3166397511959076,28.0,395.0,0.4686177968978882,0.19878296554088593,0.7777777910232544,1351.0,98.0,0.4117646813392639,1.0,19.0,0.50417160987854,0.26923078298568726,0.875,63.0,7.0
14,0.32686081528663635,25.0,391.0,0.4527698755264282,0.20528455078601837,0.8015872836112976,1355.0,101.0,0.4117646813392639,1.0,19.0,0.4969487190246582,0.26923078298568726,0.875,63.0,7.0
15,0.3197390139102936,28.0,389.0,0.44153767824172974,0.20123203098773956,0.7777777910232544,1357.0,98.0,0.4117646813392639,1.0,19.0,0.4869704246520996,0.26923078298568726,0.875,63.0,7.0
16,0.3473861813545227,23.0,364.0,0.4257945120334625,0.22055675089359283,0.817460298538208,1382.0,103.0,0.4117646813392639,1.0,19.0,0.48445942997932434,0.26923078298568726,0.875,63.0,7.0
17,0.3710247278213501,21.0,335.0,0.4156070053577423,0.23863635957241058,0.8333333134651184,1411.0,105.0,0.4117646813392639,1.0,19.0,0.47338324785232544,0.26923078298568726,0.875,63.0,7.0
18,0.37742504477500916,19.0,334.0,0.39062559604644775,0.24263039231300354,0.8492063283920288,1412.0,107.0,0.4117646813392639,1.0,19.0,0.45931875705718994,0.26923078298568726,0.875,63.0,7.0
19,0.37906140089035034,21.0,323.0,0.3887590765953064,0.24532710015773773,0.8333333134651184,1423.0,105.0,0.4117646813392639,1.0,19.0,0.45009976625442505,0.26923078298568726,0.875,63.0,7.0
20,0.3957597315311432,14.0,328.0,0.3753507435321808,0.2545454502105713,0.8888888955116272,1418.0,112.0,0.4117646813392639,1.0,19.0,0.43923237919807434,0.26923078298568726,0.875,63.0,7.0
21,0.41558441519737244,14.0,301.0,0.3599556088447571,0.2711864411830902,0.8888888955116272,1445.0,112.0,0.46666669845581055,1.0,15.0,0.4289255738258362,0.3181818127632141,0.875,67.0,7.0
22,0.41417911648750305,15.0,299.0,0.3576664626598358,0.27073171734809875,0.8809523582458496,1447.0,111.0,0.41379314661026,2.0,15.0,0.41707831621170044,0.2857142984867096,0.75,67.0,6.0
23,0.4523809254169464,12.0,264.0,0.34845444560050964,0.30158731341362,0.9047619104385376,1482.0,114.0,0.46666669845581055,1.0,15.0,0.41262608766555786,0.3181818127632141,0.875,67.0,7.0
24,0.43326887488365173,14.0,279.0,0.35090821981430054,0.2864450216293335,0.8888888955116272,1467.0,112.0,0.46666669845581055,1.0,15.0,0.405476450920105,0.3181818127632141,0.875,67.0,7.0
25,0.46123260259628296,10.0,261.0,0.32654592394828796,0.3076923191547394,0.920634925365448,1485.0,116.0,0.5333333611488342,0.0,14.0,0.39713698625564575,0.3636363744735718,1.0,68.0,8.0
