epoch,f1_score,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_f1_score,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.15748032927513123,76.0,459.0,0.8348750472068787,0.09823182970285416,0.3968254029750824,1131.0,50.0,0.444444477558136,2.0,8.0,0.36206161975860596,0.3333333432674408,0.6666666865348816,58.0,4.0
1,0.1603630930185318,73.0,482.0,0.8652803301811218,0.09906542301177979,0.420634925365448,1108.0,53.0,0.444444477558136,2.0,8.0,0.3507497012615204,0.3333333432674408,0.6666666865348816,58.0,4.0
2,0.18709677457809448,68.0,436.0,0.7884865999221802,0.11740890890359879,0.460317462682724,1154.0,58.0,0.42105263471603394,2.0,9.0,0.33917346596717834,0.3076923191547394,0.6666666865348816,57.0,4.0
3,0.18040436506271362,68.0,459.0,0.7999585270881653,0.11218568682670593,0.460317462682724,1131.0,58.0,0.42105263471603394,2.0,9.0,0.3274860382080078,0.3076923191547394,0.6666666865348816,57.0,4.0
4,0.2129032462835312,60.0,428.0,0.727315366268158,0.13360324501991272,0.523809552192688,1162.0,66.0,0.5,1.0,9.0,0.315879225730896,0.3571428656578064,0.8333333134651184,57.0,5.0
5,0.20299500226974487,65.0,414.0,0.7074196338653564,0.12842105329036713,0.4841269850730896,1176.0,61.0,0.5,1.0,9.0,0.3068409264087677,0.3571428656578064,0.8333333134651184,57.0,5.0
6,0.2566666603088379,49.0,397.0,0.6108004450798035,0.1624472588300705,0.6111111044883728,1193.0,77.0,0.5,1.0,9.0,0.29855263233184814,0.3571428656578064,0.8333333134651184,57.0,5.0
7,0.2214875966310501,59.0,412.0,0.6408994197845459,0.13987474143505096,0.5317460298538208,1178.0,67.0,0.5,1.0,9.0,0.290046364068985,0.3571428656578064,0.8333333134651184,57.0,5.0
8,0.2602739930152893,50.0,382.0,0.6314833164215088,0.1659388691186905,0.60317462682724,1208.0,76.0,0.5263158082962036,1.0,8.0,0.2826066017150879,0.38461539149284363,0.8333333134651184,58.0,5.0
9,0.27597954869270325,45.0,380.0,0.5457547903060913,0.1757049858570099,0.6428571343421936,1210.0,81.0,0.5263158082962036,1.0,8.0,0.2739822566509247,0.38461539149284363,0.8333333134651184,58.0,5.0
10,0.29749104380607605,43.0,349.0,0.5823847055435181,0.19212962687015533,0.658730149269104,1241.0,83.0,0.5263158082962036,1.0,8.0,0.2654198408126831,0.38461539149284363,0.8333333134651184,58.0,5.0
11,0.2703639566898346,48.0,373.0,0.5672023892402649,0.17294900119304657,0.6190476417541504,1217.0,78.0,0.555555522441864,1.0,7.0,0.2604799270629883,0.4166666567325592,0.8333333134651184,59.0,5.0
12,0.32517480850219727,33.0,353.0,0.4903983473777771,0.20852017402648926,0.738095223903656,1237.0,93.0,0.5882353186607361,1.0,6.0,0.25362342596054077,0.4545454680919647,0.8333333134651184,60.0,5.0
13,0.30985915660858154,38.0,354.0,0.49314847588539124,0.19909502565860748,0.6984127163887024,1236.0,88.0,0.6666666865348816,0.0,6.0,0.24446184933185577,0.5,1.0,60.0,6.0
14,0.32971012592315674,35.0,335.0,0.5228840708732605,0.2136150300502777,0.7222222089767456,1255.0,91.0,0.6666666865348816,0.0,6.0,0.23824813961982727,0.5,1.0,60.0,6.0
15,0.31238096952438354,44.0,317.0,0.5368452668190002,0.20551379024982452,0.6507936716079712,1273.0,82.0,0.6666666865348816,0.0,6.0,0.2335558533668518,0.5,1.0,60.0,6.0
16,0.354716956615448,32.0,310.0,0.5002557039260864,0.2326732724905014,0.7460317611694336,1280.0,94.0,0.6666666865348816,0.0,6.0,0.22779689729213715,0.5,1.0,60.0,6.0
