"Step","Grouped runs - val_loss","Grouped runs - val_loss__MIN","Grouped runs - val_loss__MAX"
"0","0.6170589566230774","0.49711519479751587","0.7052380442619324"
"1","0.6672642707824707","0.5165978074073792","0.8197997808456421"
"2","0.6619565486907959","0.5124351382255554","0.8520190119743347"
"3","0.6581031084060669","0.5020625591278076","0.8628862500190735"
"4","0.6207485973834992","0.476325124502182","0.7783882021903992"
"5","0.6044773757457733","0.46018996834754944","0.7587764263153076"
"6","0.5775064587593078","0.4370647072792053","0.7299752235412598"
"7","0.5641039669513702","0.4415399134159088","0.7074422836303711"
"8","0.5428183794021606","0.42945170402526855","0.6674196124076843"
"9","0.5264837145805359","0.4198577404022217","0.637237548828125"
"10","0.5226623594760895","0.4129388630390167","0.6427672505378723"
"11","0.5163506746292115","0.41127699613571167","0.6350101828575134"
"12","0.49782065749168397","0.397156685590744","0.6124978065490723"
"13","0.49521249532699585","0.3937036097049713","0.6185784935951233"
"14","0.48233854174613955","0.38870811462402344","0.5933225750923157"
"15","0.4723798453807831","0.3810265064239502","0.5682167410850525"
"16","0.46247532963752747","0.3706068694591522","0.5628433227539062"
"17","0.45681644082069395","0.3720725178718567","0.5509823560714722"
"18","0.4541558623313904","0.3759087026119232","0.5438463687896729"
"19","0.45320271253585814","0.3726535737514496","0.5491793155670166"
"20","0.45230621099472046","0.36780229210853577","0.5406069755554199"
"21","0.44206616282463074","0.36166203022003174","0.5146264433860779"
"22","0.4297946810722351","0.3624136745929718","0.4937624931335449"
"23","0.4349474966526031","0.3642057180404663","0.5073052048683167"
"24","0.42756410241127013","0.3583051264286041","0.505928099155426"
"25","0.424851256608963","0.36236491799354553","0.4894333779811859"
"26","0.41844522356987","0.35388362407684326","0.4762173891067505"
"27","0.4168097019195557","0.3499223291873932","0.4781135320663452"
"28","0.4176249086856842","0.3540267050266266","0.47742414474487305"
"29","0.4132644832134247","0.34970876574516296","0.47479990124702454"
"30","0.40651750564575195","0.34572601318359375","0.46284422278404236"
"31","0.4070899665355682","0.3490833640098572","0.4622829854488373"
"32","0.4079206585884094","0.3478793203830719","0.47294145822525024"
"33","0.408510422706604","0.34765172004699707","0.47087594866752625"
"34","0.4016669452190399","0.3428543210029602","0.4516097903251648"
"35","0.3980469167232513","0.3431141972541809","0.4465673863887787"
"36","0.3952469050884247","0.3439028561115265","0.4489973485469818"
"37","0.40078337788581847","0.3447187840938568","0.45758211612701416"
"38","0.39588928818702696","0.3434215486049652","0.45056968927383423"
"39","0.38828699588775634","0.34119781851768494","0.44237658381462097"
"40","0.387889564037323","0.33631137013435364","0.43779635429382324"
"41","0.3934163272380829","0.3417203724384308","0.44693630933761597"
"42","0.39187201857566833","0.3409188687801361","0.4470265507698059"
"43","0.391750168800354","0.34294724464416504","0.4431357979774475"
"44","0.39249210953712466","0.34759771823883057","0.44808831810951233"
"45","0.3896059632301331","0.3420230448246002","0.44292593002319336"
"46","0.3855452001094818","0.34237223863601685","0.43523240089416504"
"47","0.38383744955062865","0.3430521488189697","0.42774349451065063"
"48","0.3842696785926819","0.34554407000541687","0.4290120601654053"
"49","0.3850957751274109","0.34561580419540405","0.4281599819660187"
"50","0.3843254864215851","0.3449985682964325","0.42701101303100586"
"51","0.3853705644607544","0.3463083505630493","0.4314398467540741"
"52","0.3795331597328186","0.3411511480808258","0.42525535821914673"
"53","0.3801519751548767","0.3430500328540802","0.42174863815307617"
"54","0.3829084873199463","0.345395565032959","0.4251772165298462"
"55","0.38121232986450193","0.3443739116191864","0.42678773403167725"
"56","0.38193156123161315","0.35014885663986206","0.420932412147522"
"57","0.3830478429794312","0.347888708114624","0.4249090850353241"
"58","0.3778450429439545","0.3428739011287689","0.4236847758293152"
"59","0.37914233803749087","0.3440682590007782","0.42394116520881653"
"60","0.3810627043247223","0.34311896562576294","0.4275849759578705"
"61","0.3826874017715454","0.34740591049194336","0.42862093448638916"
"62","0.3845730721950531","0.35244080424308777","0.4265059232711792"
"63","0.37525352239608767","0.34192150831222534","0.41413483023643494"
"64","0.37378687262535093","0.3390636146068573","0.4109592139720917"
"65","0.37856845259666444","0.3432086706161499","0.41864651441574097"
