"Step","Grouped runs - val_loss","Grouped runs - val_loss__MIN","Grouped runs - val_loss__MAX"
"66","0.3742523670196533","0.3424590826034546","0.4084295630455017"
"67","0.37345508933067323","0.3427969515323639","0.40709632635116577"
"68","0.3791832685470581","0.34718969464302063","0.41410285234451294"
"69","0.37674585580825803","0.3452402353286743","0.4138106405735016"
"70","0.37598505020141604","0.3481636941432953","0.4120851755142212"
"71","0.3715705931186676","0.3410432040691376","0.40873491764068604"
"72","0.3738549888134003","0.34404510259628296","0.4149107336997986"
"73","0.3751073479652405","0.3451869487762451","0.41666296124458313"
"74","0.3732254385948181","0.3439163267612457","0.40978994965553284"
"75","0.3780510723590851","0.3487205505371094","0.4164458215236664"
"76","0.37103240489959716","0.340207040309906","0.40503281354904175"
"77","0.3791933536529541","0.3469492495059967","0.4141712188720703"
"78","0.3729691028594971","0.3445105254650116","0.4068508446216583"
"79","0.3749303638935089","0.34524229168891907","0.40785902738571167"
"80","0.37049387097358705","0.341457724571228","0.40209245681762695"
"81","0.37130519151687624","0.3426465392112732","0.4044834077358246"
"82","0.3735702455043793","0.3427988290786743","0.40513303875923157"
"83","0.3769955813884735","0.348981112241745","0.4080612063407898"
"84","0.3741323471069336","0.3475818634033203","0.4047166407108307"
"85","0.3728784203529358","0.3453201651573181","0.40386494994163513"
"86","0.36883081793785094","0.3419320583343506","0.3967646360397339"
"87","0.3696532785892487","0.3413463234901428","0.3966239094734192"
"88","0.3682511508464813","0.34262263774871826","0.3964613378047943"
"89","0.3760124981403351","0.3502126932144165","0.404402494430542"
"90","0.37472098469734194","0.34477031230926514","0.4038761556148529"
"91","0.372802609205246","0.34378498792648315","0.4045358896255493"
"92","0.37222983241081237","0.3434622287750244","0.40219056606292725"
"93","0.37491823434829713","0.3471250832080841","0.40526631474494934"
"94","0.374931263923645","0.34795019030570984","0.40207788348197937"
"95","0.3715780019760132","0.34751495718955994","0.39810559153556824"
"96","0.3723683714866638","0.34882721304893494","0.3989209234714508"
"97","0.3684986710548401","0.3452702760696411","0.39526617527008057"
"98","0.3723006367683411","0.34573692083358765","0.39889320731163025"
"99","0.3712490737438202","0.3437514007091522","0.3970496654510498"
