"Step","Grouped runs - loss","Grouped runs - loss__MIN","Grouped runs - loss__MAX"
"65","0.3619512915611267","0.35271981358528137","0.3811552822589874"
"66","0.3307922124862671","0.3259619176387787","0.3400784134864807"
"67","0.3424370467662811","0.3297707438468933","0.3628644347190857"
"68","0.3497473239898682","0.33119529485702515","0.36070361733436584"
"69","0.3479327023029327","0.3243634104728699","0.36160025000572205"
"70","0.34211533665657046","0.3170892596244812","0.36875954270362854"
"71","0.33344029188156127","0.302571564912796","0.3701240122318268"
"72","0.3360902309417725","0.32835859060287476","0.3484954237937927"
"73","0.3377568244934082","0.3231072425842285","0.35013145208358765"
"74","0.3334854423999786","0.3212556838989258","0.3538155257701874"
"75","0.317429518699646","0.3103117048740387","0.32230669260025024"
"76","0.3141457557678223","0.30166465044021606","0.33166879415512085"
"77","0.3257008075714111","0.3205479085445404","0.3343938887119293"
"78","0.31419519782066346","0.3007142245769501","0.3311108350753784"
"79","0.3202588438987732","0.3096167743206024","0.3374854326248169"
"80","0.3190277397632599","0.3034559190273285","0.3364132046699524"
"81","0.32623533010482786","0.314931184053421","0.3368963897228241"
"82","0.3110482931137085","0.3079468309879303","0.31616008281707764"
"83","0.31636813282966614","0.3057178556919098","0.33252447843551636"
"84","0.3226439654827118","0.30428555607795715","0.3400264084339142"
"85","0.3095780909061432","0.3041839301586151","0.3137592375278473"
"86","0.30233495235443114","0.2846289277076721","0.3136361837387085"
"87","0.3144763708114624","0.3017761707305908","0.3308485150337219"
"88","0.2930015027523041","0.27160778641700745","0.3103426694869995"
"89","0.3011844098567963","0.28839123249053955","0.3048645257949829"
"90","0.3100706279277802","0.286279559135437","0.33599209785461426"
"91","0.29078460931777955","0.27687788009643555","0.3023792505264282"
"92","0.289339280128479","0.27537810802459717","0.30030059814453125"
"93","0.29817323088645936","0.28434520959854126","0.3068118393421173"
"94","0.2984032273292542","0.28290238976478577","0.3104024827480316"
"95","0.2885069489479065","0.2803015410900116","0.2946794629096985"
"96","0.29057464599609373","0.281112939119339","0.2943909168243408"
"97","0.27821608185768126","0.26577046513557434","0.29288241267204285"
"98","0.2947766542434692","0.2798967659473419","0.30754297971725464"
"99","0.29124181270599364","0.28062525391578674","0.2998202443122864"
