"Name","epochs","f1_score","false_negatives","false_positives","loss","precision","recall","true_negatives","true_positives","val_f1_score","val_false_negatives","val_false_positives","val_loss","val_precision","val_recall","val_true_negatives","val_true_positives"
"lucky-darkness-170","100","0.9362586736679076","67","67","0.19768966734409332","0.934506356716156","0.934506356716156","956","956","0.8775509595870972","6","6","0.2756585478782654","0.8775510191917419","0.8775510191917419","43","43"
"astral-forest-171","100","0.930686056613922","73","73","0.2015185505151749","0.9286412596702576","0.9286412596702576","950","950","0.8549895882606506","7","7","0.2705214023590088","0.8571428656578064","0.8571428656578064","42","42"
"morning-durian-168","100","0.9408058524131776","62","62","0.19683702290058136","0.939393937587738","0.939393937587738","961","961","0.8775509595870972","6","6","0.32086342573165894","0.8775510191917419","0.8775510191917419","43","43"
"dutiful-eon-169","100","0.9408058524131776","62","62","0.19264951348304749","0.939393937587738","0.939393937587738","961","961","0.8549895882606506","7","7","0.32388579845428467","0.8571428656578064","0.8571428656578064","42","42"
"comic-resonance-172","100","0.9419090151786804","61","61","0.19409221410751343","0.9403714537620544","0.9403714537620544","962","962","0.8549895882606506","7","7","0.2947350740432739","0.8571428656578064","0.8571428656578064","42","42"
