"Step","Grouped runs - loss","Grouped runs - loss__MIN","Grouped runs - loss__MAX"
"0","0.823119330406189","0.7729471325874329","0.8493854403495789"
"1","0.7796588778495789","0.7426592111587524","0.8079697489738464"
"2","0.7337334513664245","0.7072011232376099","0.7486494183540344"
"3","0.7045099020004273","0.6768060326576233","0.7271441221237183"
"4","0.6866097331047059","0.6647906303405762","0.7110020518302917"
"5","0.6466696500778198","0.6091300845146179","0.6731125116348267"
"6","0.6316890835762023","0.6124177575111389","0.6674857139587402"
"7","0.5986016869544983","0.5646651983261108","0.6312386393547058"
"8","0.5912906289100647","0.5657057166099548","0.6199201941490173"
"9","0.5668088793754578","0.5431135892868042","0.5870617628097534"
"10","0.5477427124977112","0.5278022289276123","0.5648154616355896"
"11","0.5387256264686584","0.5247318744659424","0.5503386855125427"
"12","0.5183690905570983","0.5032801032066345","0.5373162031173706"
"13","0.508806574344635","0.49291282892227173","0.5292302966117859"
"14","0.4919805765151978","0.47946181893348694","0.5067206621170044"
"15","0.48510671257972715","0.4713154435157776","0.4925418794155121"
"16","0.46679462790489196","0.45039698481559753","0.4948672950267792"
"17","0.451404345035553","0.4428531527519226","0.45615601539611816"
"18","0.456250935792923","0.4371488392353058","0.4725290536880493"
"19","0.45226826071739196","0.4474155008792877","0.4598899483680725"
"20","0.4298140168190002","0.4127996563911438","0.44636601209640503"
"21","0.41526809334754944","0.3983730971813202","0.42754486203193665"
"22","0.4102463901042938","0.40591609477996826","0.41782909631729126"
"23","0.39649856090545654","0.38781261444091797","0.41872772574424744"
"24","0.40261505246162416","0.39684388041496277","0.40863704681396484"
"25","0.39311766624450684","0.37779006361961365","0.4141967296600342"
"26","0.39333592653274535","0.3764985501766205","0.40660184621810913"
"27","0.37749889492988586","0.3685998022556305","0.39181503653526306"
"28","0.3821999549865723","0.3759812116622925","0.3873133063316345"
"29","0.3654180109500885","0.3563891649246216","0.37360137701034546"
"30","0.36180624961853025","0.3567992150783539","0.36943578720092773"
"31","0.3481476902961731","0.33533868193626404","0.3565359115600586"
"32","0.3474585771560669","0.33931875228881836","0.35375136137008667"
"33","0.33704776167869566","0.3287659287452698","0.34184694290161133"
"34","0.34375802278518675","0.34022256731987","0.3469845950603485"
"35","0.33425594568252565","0.3267626166343689","0.34237971901893616"
"36","0.32815054059028625","0.32608166337013245","0.33265891671180725"
"37","0.31670939922332764","0.3099045753479004","0.33026060461997986"
"38","0.31723417043685914","0.31218305230140686","0.32259196043014526"
"39","0.31680832505226136","0.3119507431983948","0.320903480052948"
"40","0.3189861238002777","0.3027901351451874","0.32586586475372314"
"41","0.306846022605896","0.2934810519218445","0.3115779161453247"
"42","0.30528425574302676","0.2962088882923126","0.3094870150089264"
"43","0.3028841197490692","0.29933983087539673","0.30838802456855774"
"44","0.297281414270401","0.29021361470222473","0.30485010147094727"
"45","0.2930837035179138","0.27782267332077026","0.3036441206932068"
"46","0.29023149609565735","0.2858874499797821","0.2975277900695801"
"47","0.29965628385543824","0.2945207953453064","0.30683696269989014"
"48","0.28578041195869447","0.26726219058036804","0.29686200618743896"
"49","0.27611061930656433","0.26841530203819275","0.28214722871780396"
"50","0.2748883247375488","0.27042266726493835","0.27732861042022705"
"51","0.2884783983230591","0.28443849086761475","0.2943292558193207"
"52","0.2729771971702576","0.2674579918384552","0.2835327386856079"
"53","0.27544058561325074","0.26925352215766907","0.284557580947876"
"54","0.2780872702598572","0.27271246910095215","0.2906404733657837"
"55","0.26366010308265686","0.2504705786705017","0.273023784160614"
"56","0.2650801956653595","0.259478360414505","0.2705667316913605"
"57","0.26797087788581847","0.26294776797294617","0.2729823589324951"
"58","0.26088929176330566","0.2516160309314728","0.2695084810256958"
"59","0.25380854308605194","0.2481730729341507","0.25850144028663635"
"60","0.2542323559522629","0.24450278282165527","0.26564791798591614"
"61","0.2599635124206543","0.2549514174461365","0.26693451404571533"
"62","0.25052515864372255","0.24398355185985565","0.2549533545970917"
"63","0.253626412153244","0.2432270646095276","0.26082324981689453"
"64","0.242057603597641","0.2388417273759842","0.24376371502876282"
"65","0.24184174835681915","0.23379983007907867","0.24943877756595612"
"66","0.24954263269901275","0.24598927795886993","0.2545895576477051"
"67","0.25392127931118014","0.2454475313425064","0.2635897099971771"
"68","0.23383226096630097","0.2257743775844574","0.24133339524269104"
"69","0.2420254409313202","0.2367902398109436","0.24676978588104248"
"70","0.23148291409015656","0.22664426267147064","0.23417150974273682"
"71","0.239164599776268","0.22977837920188904","0.25003892183303833"
"72","0.21998521089553832","0.21421556174755096","0.22303563356399536"
"73","0.2384147584438324","0.23228059709072113","0.24357451498508453"
"74","0.2355724334716797","0.22728866338729858","0.2402128130197525"
"75","0.22592580914497376","0.2188410609960556","0.23275235295295715"
"76","0.2280117005109787","0.22501590847969055","0.23128139972686768"
"77","0.21827514469623566","0.20487403869628906","0.23345975577831268"
"78","0.22128554582595825","0.2163526862859726","0.22675126791000366"
"79","0.21132027506828308","0.20414581894874573","0.215701624751091"
"80","0.22692875266075135","0.21891389787197113","0.23086434602737427"
"81","0.2126526951789856","0.20591361820697784","0.2216878980398178"
"82","0.22453790605068208","0.21502187848091125","0.23399797081947327"
"83","0.21192708611488342","0.2072397619485855","0.21980758011341095"
"84","0.21211497485637665","0.20420236885547638","0.21662521362304688"
"85","0.21330442130565644","0.2075560986995697","0.22005172073841095"
"86","0.20685027539730072","0.19976812601089478","0.2116934210062027"
"87","0.20674048364162445","0.20227286219596863","0.21230612695217133"
"88","0.21064237952232362","0.20432135462760925","0.21547651290893555"
"89","0.21318766474723816","0.20557691156864166","0.22410587966442108"
"90","0.21348299384117125","0.20587708055973053","0.22198261320590973"
"91","0.20761848688125611","0.20638370513916016","0.21080590784549713"
"92","0.19861984252929688","0.1919354349374771","0.20219039916992188"
"93","0.19225534200668334","0.18223516643047333","0.19807901978492737"
"94","0.2026245802640915","0.19611811637878418","0.20550978183746338"
"95","0.19926750361919404","0.19254037737846375","0.20277734100818634"
"96","0.19392445385456086","0.19202494621276855","0.1963469237089157"
"97","0.193819260597229","0.19026285409927368","0.20283174514770508"
"98","0.1892141044139862","0.1855495125055313","0.19162529706954956"
"99","0.1965573936700821","0.19264951348304749","0.20151855051517487"
