"Step","Grouped runs - val_loss","Grouped runs - val_loss__MIN","Grouped runs - val_loss__MAX"
"51","0.32808247208595276","0.2932995855808258","0.3610721528530121"
"52","0.32591491341590884","0.29141733050346375","0.35842594504356384"
"53","0.3228021800518036","0.28874316811561584","0.3551391363143921"
"54","0.3223291337490082","0.2879338264465332","0.35415416955947876"
"55","0.3199267625808716","0.28597453236579895","0.351408988237381"
"56","0.3182046413421631","0.2843016982078552","0.3502792716026306"
"57","0.3176837205886841","0.28413477540016174","0.34909769892692566"
"58","0.3194474637508392","0.2865537703037262","0.3507194519042969"
"59","0.3170841097831726","0.2850833237171173","0.34888023138046265"
"60","0.3162151098251343","0.28412920236587524","0.3474644124507904"
"61","0.31662718653678895","0.2843691408634186","0.34763920307159424"
"62","0.3149506747722626","0.28229543566703796","0.34573185443878174"
"63","0.3148109376430511","0.28227514028549194","0.3452097177505493"
"64","0.31357855796813966","0.2819184362888336","0.3435977101325989"
"65","0.3127307116985321","0.2811773717403412","0.34206220507621765"
"66","0.31328298449516295","0.2808663249015808","0.34294772148132324"
"67","0.31210394501686095","0.27928394079208374","0.3424209952354431"
"68","0.31154640913009646","0.279718816280365","0.34038046002388"
"69","0.31188459396362306","0.28114035725593567","0.3401927053928375"
"70","0.3110722482204437","0.2809630334377289","0.33929166197776794"
"71","0.309076189994812","0.2804630994796753","0.33772578835487366"
"72","0.30829371213912965","0.2809375822544098","0.3376677632331848"
"73","0.30813608765602113","0.27997687458992004","0.33784133195877075"
"74","0.3073195517063141","0.27829450368881226","0.33719518780708313"
"75","0.3068514704704285","0.276796817779541","0.33591532707214355"
"76","0.3053851842880249","0.2756677269935608","0.3342692255973816"
"77","0.3035799264907837","0.2742142081260681","0.3317365050315857"
"78","0.30271579027175904","0.27325910329818726","0.33023959398269653"
"79","0.3009451150894165","0.27211785316467285","0.32890984416007996"
"80","0.3017995357513428","0.2732090353965759","0.3298379182815552"
"81","0.3010939180850983","0.2724919617176056","0.32913216948509216"
"82","0.3004106044769287","0.2719458043575287","0.3285309076309204"
"83","0.3007772982120514","0.27227121591567993","0.32918065786361694"
"84","0.30160067081451414","0.27314621210098267","0.3298376500606537"
"85","0.302083283662796","0.272836834192276","0.33002233505249023"
"86","0.30274308323860166","0.2731509804725647","0.33081868290901184"
"87","0.3031773865222931","0.2739240229129791","0.33084550499916077"
"88","0.30175397396087644","0.2733592987060547","0.32969412207603455"
"89","0.30031448006629946","0.2724412977695465","0.32851138710975647"
"90","0.29971725344657896","0.2717524468898773","0.3266116678714752"
"91","0.2990449070930481","0.27114367485046387","0.32568883895874023"
"92","0.29817389845848086","0.2708895802497864","0.32491862773895264"
"93","0.29788333773612974","0.2706984579563141","0.3255773186683655"
"94","0.2979670226573944","0.2704989016056061","0.3256598711013794"
"95","0.29795039296150205","0.27041095495224","0.3258310854434967"
"96","0.29799520373344424","0.270967960357666","0.3255062997341156"
"97","0.2974824845790863","0.2707614004611969","0.324167937040329"
"98","0.2976673603057861","0.27101150155067444","0.32438749074935913"
"99","0.29713284969329834","0.2705214023590088","0.32388579845428467"
