epoch,f1_score,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_f1_score,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.08531583845615387,86.0,1029.0,1.133603572845459,0.048103608191013336,0.37681159377098083,549.0,52.0,0.03508772328495979,3.0,52.0,0.9142105579376221,0.01886792480945587,0.25,16.0,1.0
1,0.08666100353002548,87.0,988.0,1.0985445976257324,0.04908565804362297,0.3695652186870575,590.0,51.0,0.08000000566244125,2.0,44.0,0.8133609890937805,0.043478261679410934,0.5,24.0,2.0
2,0.10964082181453705,80.0,862.0,0.938240110874176,0.06304347515106201,0.4202898442745209,716.0,58.0,0.1463414579629898,1.0,34.0,0.713560938835144,0.0810810774564743,0.75,34.0,3.0
3,0.15160955488681793,65.0,752.0,0.8688269853591919,0.08848484605550766,0.5289855003356934,826.0,73.0,0.19354839622974396,1.0,24.0,0.6332926154136658,0.1111111119389534,0.75,44.0,3.0
4,0.17067833244800568,60.0,698.0,0.783711850643158,0.1005154624581337,0.5652173757553101,880.0,78.0,0.2500000298023224,1.0,17.0,0.5644603371620178,0.15000000596046448,0.75,51.0,3.0
5,0.1892215609550476,59.0,618.0,0.7036499381065369,0.11334289610385895,0.5724637508392334,960.0,79.0,0.3529411852359772,1.0,10.0,0.49647951126098633,0.23076923191547394,0.75,58.0,3.0
6,0.229508176445961,54.0,510.0,0.6573045253753662,0.14141413569450378,0.6086956262588501,1068.0,84.0,0.5,1.0,5.0,0.4438110589981079,0.375,0.75,63.0,3.0
7,0.2589927911758423,48.0,467.0,0.6110519766807556,0.161579892039299,0.6521739363670349,1111.0,90.0,0.5454545021057129,1.0,4.0,0.3969658315181732,0.4285714328289032,0.75,64.0,3.0
8,0.3176100552082062,37.0,397.0,0.5203518271446228,0.20281124114990234,0.7318840622901917,1181.0,101.0,0.6000000238418579,1.0,3.0,0.3524816930294037,0.5,0.75,65.0,3.0
9,0.33607909083366394,36.0,367.0,0.5043851137161255,0.2174840122461319,0.739130437374115,1211.0,102.0,0.6666666865348816,1.0,2.0,0.3174697160720825,0.6000000238418579,0.75,66.0,3.0
10,0.39560437202453613,30.0,300.0,0.45693838596343994,0.2647058963775635,0.782608687877655,1278.0,108.0,0.6666666865348816,1.0,2.0,0.28151217103004456,0.6000000238418579,0.75,66.0,3.0
11,0.3999999761581421,33.0,282.0,0.42672598361968994,0.27131783962249756,0.760869562625885,1296.0,105.0,0.6666666865348816,1.0,2.0,0.25604769587516785,0.6000000238418579,0.75,66.0,3.0
12,0.46464651823043823,23.0,242.0,0.38838109374046326,0.32212886214256287,0.8333333134651184,1336.0,115.0,0.6666666865348816,1.0,2.0,0.2300294190645218,0.6000000238418579,0.75,66.0,3.0
13,0.5215517282485962,17.0,205.0,0.348985493183136,0.3711656332015991,0.8768116235733032,1373.0,121.0,0.6666666865348816,1.0,2.0,0.20939256250858307,0.6000000238418579,0.75,66.0,3.0
14,0.4859001636505127,26.0,211.0,0.35359805822372437,0.3467492163181305,0.8115941882133484,1367.0,112.0,0.6666666865348816,1.0,2.0,0.18870921432971954,0.6000000238418579,0.75,66.0,3.0
15,0.5795724391937256,16.0,161.0,0.31784892082214355,0.4310953915119171,0.8840579986572266,1417.0,122.0,0.75,1.0,1.0,0.1747734695672989,0.75,0.75,67.0,3.0
16,0.5727923512458801,18.0,161.0,0.3053746819496155,0.4270462691783905,0.8695651888847351,1417.0,120.0,0.8571428656578064,1.0,0.0,0.15866702795028687,1.0,0.75,68.0,3.0
17,0.6326531171798706,14.0,130.0,0.2760854959487915,0.4881889820098877,0.8985507488250732,1448.0,124.0,0.8571428656578064,1.0,0.0,0.1469312608242035,1.0,0.75,68.0,3.0
18,0.6500000357627869,8.0,132.0,0.2680014669895172,0.49618321657180786,0.9420289993286133,1446.0,130.0,1.0,0.0,0.0,0.13387876749038696,1.0,1.0,68.0,4.0
19,0.6720000505447388,12.0,111.0,0.25286272168159485,0.5316455960273743,0.9130434989929199,1467.0,126.0,1.0,0.0,0.0,0.12423208355903625,1.0,1.0,68.0,4.0
20,0.6900269985198975,10.0,105.0,0.23093773424625397,0.54935622215271,0.9275362491607666,1473.0,128.0,1.0,0.0,0.0,0.11493931710720062,1.0,1.0,68.0,4.0
21,0.7058824300765991,12.0,93.0,0.2296680510044098,0.5753424763679504,0.9130434989929199,1485.0,126.0,1.0,0.0,0.0,0.10799837112426758,1.0,1.0,68.0,4.0
22,0.7380281686782837,7.0,86.0,0.20233111083507538,0.6036866307258606,0.9492753744125366,1492.0,131.0,1.0,0.0,0.0,0.10033950954675674,1.0,1.0,68.0,4.0
23,0.7710145115852356,5.0,74.0,0.19879953563213348,0.6425120830535889,0.9637681245803833,1504.0,133.0,1.0,0.0,0.0,0.09413255751132965,1.0,1.0,68.0,4.0
24,0.7627118825912476,3.0,81.0,0.17281636595726013,0.625,0.97826087474823,1497.0,135.0,1.0,0.0,0.0,0.08857637643814087,1.0,1.0,68.0,4.0
25,0.7564469575881958,6.0,79.0,0.1771833300590515,0.6255924105644226,0.95652174949646,1499.0,132.0,1.0,0.0,0.0,0.08266482502222061,1.0,1.0,68.0,4.0
26,0.7764706611633301,6.0,70.0,0.17004944384098053,0.6534653306007385,0.95652174949646,1508.0,132.0,1.0,0.0,0.0,0.07770732045173645,1.0,1.0,68.0,4.0
27,0.7768116593360901,4.0,73.0,0.16059398651123047,0.6473429799079895,0.9710144996643066,1505.0,134.0,1.0,0.0,0.0,0.07309652864933014,1.0,1.0,68.0,4.0
28,0.8145896196365356,4.0,57.0,0.14392922818660736,0.7015706896781921,0.9710144996643066,1521.0,134.0,1.0,0.0,0.0,0.06856849789619446,1.0,1.0,68.0,4.0
29,0.7988165616989136,3.0,65.0,0.15012623369693756,0.675000011920929,0.97826087474823,1513.0,135.0,1.0,0.0,0.0,0.06508364528417587,1.0,1.0,68.0,4.0
30,0.8395061492919922,2.0,50.0,0.12921135127544403,0.7311828136444092,0.9855072498321533,1528.0,136.0,1.0,0.0,0.0,0.061966557055711746,1.0,1.0,68.0,4.0
31,0.8580441474914551,2.0,43.0,0.12967565655708313,0.7597765326499939,0.9855072498321533,1535.0,136.0,1.0,0.0,0.0,0.0580059215426445,1.0,1.0,68.0,4.0
32,0.8220859169960022,4.0,54.0,0.12668628990650177,0.7127659320831299,0.9710144996643066,1524.0,134.0,1.0,0.0,0.0,0.055059775710105896,1.0,1.0,68.0,4.0
33,0.8385093212127686,3.0,49.0,0.11850366741418839,0.7336956262588501,0.97826087474823,1529.0,135.0,1.0,0.0,0.0,0.05293837934732437,1.0,1.0,68.0,4.0
34,0.8737865090370178,3.0,36.0,0.11764407157897949,0.7894737124443054,0.97826087474823,1542.0,135.0,1.0,0.0,0.0,0.05054135620594025,1.0,1.0,68.0,4.0
35,0.8789808750152588,0.0,38.0,0.09667707979679108,0.7840909361839294,1.0,1540.0,138.0,1.0,0.0,0.0,0.04793180897831917,1.0,1.0,68.0,4.0
36,0.8726114630699158,1.0,39.0,0.09392984956502914,0.7784090638160706,0.9927536249160767,1539.0,137.0,1.0,0.0,0.0,0.04532580077648163,1.0,1.0,68.0,4.0
37,0.9030100107192993,3.0,26.0,0.097679004073143,0.8385093212127686,0.97826087474823,1552.0,135.0,1.0,0.0,0.0,0.04358341172337532,1.0,1.0,68.0,4.0
38,0.8802588582038879,2.0,35.0,0.0944444015622139,0.7953216433525085,0.9855072498321533,1543.0,136.0,1.0,0.0,0.0,0.04260506480932236,1.0,1.0,68.0,4.0
39,0.8838710188865662,1.0,35.0,0.08689621835947037,0.7965116500854492,0.9927536249160767,1543.0,137.0,1.0,0.0,0.0,0.0403619222342968,1.0,1.0,68.0,4.0
40,0.8802588582038879,2.0,35.0,0.09045859426259995,0.7953216433525085,0.9855072498321533,1543.0,136.0,1.0,0.0,0.0,0.038413312286138535,1.0,1.0,68.0,4.0
41,0.9133332967758179,1.0,25.0,0.0809919536113739,0.845678985118866,0.9927536249160767,1553.0,137.0,1.0,0.0,0.0,0.03708615526556969,1.0,1.0,68.0,4.0
42,0.9139072895050049,0.0,26.0,0.07844369113445282,0.8414633870124817,1.0,1552.0,138.0,1.0,0.0,0.0,0.035708505660295486,1.0,1.0,68.0,4.0
43,0.9319727420806885,1.0,19.0,0.06452146172523499,0.8782051205635071,0.9927536249160767,1559.0,137.0,1.0,0.0,0.0,0.03421420231461525,1.0,1.0,68.0,4.0
44,0.8999999761581421,3.0,27.0,0.07856576889753342,0.8333333134651184,0.97826087474823,1551.0,135.0,1.0,0.0,0.0,0.033264752477407455,1.0,1.0,68.0,4.0
45,0.9078947305679321,0.0,28.0,0.06586796045303345,0.8313252925872803,1.0,1550.0,138.0,1.0,0.0,0.0,0.03176349028944969,1.0,1.0,68.0,4.0
46,0.9169434905052185,0.0,25.0,0.06385695189237595,0.8466257452964783,1.0,1553.0,138.0,1.0,0.0,0.0,0.030633270740509033,1.0,1.0,68.0,4.0
47,0.926174521446228,0.0,22.0,0.05451691150665283,0.862500011920929,1.0,1556.0,138.0,1.0,0.0,0.0,0.029252789914608,1.0,1.0,68.0,4.0
48,0.9351535439491272,1.0,18.0,0.05900726839900017,0.8838709592819214,0.9927536249160767,1560.0,137.0,1.0,0.0,0.0,0.02839287370443344,1.0,1.0,68.0,4.0
49,0.9452055096626282,0.0,16.0,0.05354463309049606,0.8961039185523987,1.0,1562.0,138.0,1.0,0.0,0.0,0.02745821326971054,1.0,1.0,68.0,4.0
50,0.9379310607910156,2.0,16.0,0.05516954883933067,0.8947368264198303,0.9855072498321533,1562.0,136.0,1.0,0.0,0.0,0.02667093090713024,1.0,1.0,68.0,4.0
51,0.9480968713760376,1.0,14.0,0.05354272574186325,0.9072847962379456,0.9927536249160767,1564.0,137.0,1.0,0.0,0.0,0.025878392159938812,1.0,1.0,68.0,4.0
52,0.9292929768562317,0.0,21.0,0.051269687712192535,0.8679245114326477,1.0,1557.0,138.0,1.0,0.0,0.0,0.0251679215580225,1.0,1.0,68.0,4.0
53,0.9324324131011963,0.0,20.0,0.04992131516337395,0.8734177350997925,1.0,1558.0,138.0,1.0,0.0,0.0,0.02427532710134983,1.0,1.0,68.0,4.0
54,0.951724112033844,0.0,14.0,0.04781158268451691,0.9078947305679321,1.0,1564.0,138.0,1.0,0.0,0.0,0.0236015934497118,1.0,1.0,68.0,4.0
55,0.9355931878089905,0.0,19.0,0.0467526838183403,0.8789808750152588,1.0,1559.0,138.0,1.0,0.0,0.0,0.022962378337979317,1.0,1.0,68.0,4.0
56,0.9452055096626282,0.0,16.0,0.039726369082927704,0.8961039185523987,1.0,1562.0,138.0,1.0,0.0,0.0,0.022180072963237762,1.0,1.0,68.0,4.0
57,0.9477351903915405,2.0,13.0,0.04746786877512932,0.9127516746520996,0.9855072498321533,1565.0,136.0,1.0,0.0,0.0,0.02142985537648201,1.0,1.0,68.0,4.0
58,0.9550173282623291,0.0,13.0,0.03564241901040077,0.9139072895050049,1.0,1565.0,138.0,1.0,0.0,0.0,0.020848752930760384,1.0,1.0,68.0,4.0
59,0.9650349617004395,0.0,10.0,0.035831429064273834,0.9324324131011963,1.0,1568.0,138.0,1.0,0.0,0.0,0.020229922607541084,1.0,1.0,68.0,4.0
60,0.9513888955116272,1.0,13.0,0.039201341569423676,0.9133333563804626,0.9927536249160767,1565.0,137.0,1.0,0.0,0.0,0.01984683983027935,1.0,1.0,68.0,4.0
61,0.9616724848747253,0.0,11.0,0.03793923556804657,0.926174521446228,1.0,1567.0,138.0,1.0,0.0,0.0,0.019252486526966095,1.0,1.0,68.0,4.0
62,0.9650349617004395,0.0,10.0,0.031891148537397385,0.9324324131011963,1.0,1568.0,138.0,1.0,0.0,0.0,0.018574653193354607,1.0,1.0,68.0,4.0
63,0.9550173282623291,0.0,13.0,0.03503454849123955,0.9139072895050049,1.0,1565.0,138.0,1.0,0.0,0.0,0.018169518560171127,1.0,1.0,68.0,4.0
64,0.9684210419654846,0.0,9.0,0.033312782645225525,0.9387755393981934,1.0,1569.0,138.0,1.0,0.0,0.0,0.01774238795042038,1.0,1.0,68.0,4.0
65,0.9752650260925293,0.0,7.0,0.0264809038490057,0.951724112033844,1.0,1571.0,138.0,1.0,0.0,0.0,0.017384083941578865,1.0,1.0,68.0,4.0
