epoch,f1_score,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_f1_score,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.1320495307445526,36.0,1226.0,0.7784147262573242,0.07261724770069122,0.7272727489471436,358.0,96.0,0.125,1.0,55.0,0.8703582286834717,0.06779661029577255,0.800000011920929,12.0,4.0
1,0.12735165655612946,44.0,1162.0,0.7473049163818359,0.07039999961853027,0.6666666865348816,422.0,88.0,0.1454545557498932,1.0,46.0,0.8156617879867554,0.07999999821186066,0.800000011920929,21.0,4.0
2,0.15348473191261292,34.0,1047.0,0.7227149605751038,0.08558952063322067,0.7424242496490479,537.0,98.0,0.15094339847564697,1.0,44.0,0.7670655846595764,0.0833333358168602,0.800000011920929,23.0,4.0
3,0.14406779408454895,47.0,963.0,0.7075620293617249,0.08110687136650085,0.6439393758773804,621.0,85.0,0.16326531767845154,1.0,40.0,0.7327491641044617,0.09090909361839294,0.800000011920929,27.0,4.0
4,0.15852534770965576,46.0,867.0,0.6888754367828369,0.09024134278297424,0.6515151262283325,717.0,86.0,0.1860465109348297,1.0,34.0,0.6990735530853271,0.10526315867900848,0.800000011920929,33.0,4.0
5,0.1739961802959442,41.0,823.0,0.671687126159668,0.09956236183643341,0.689393937587738,761.0,91.0,0.20512820780277252,1.0,30.0,0.6757237911224365,0.11764705926179886,0.800000011920929,37.0,4.0
6,0.17131473124027252,46.0,786.0,0.6724315881729126,0.0986238569021225,0.6515151262283325,798.0,86.0,0.22857144474983215,1.0,26.0,0.655644953250885,0.13333334028720856,0.800000011920929,41.0,4.0
7,0.18569903075695038,45.0,718.0,0.6580493450164795,0.10807453095912933,0.6590909361839294,866.0,87.0,0.25806453824043274,1.0,22.0,0.633755624294281,0.1538461595773697,0.800000011920929,45.0,4.0
8,0.19523268938064575,46.0,663.0,0.6507292985916138,0.11481975764036179,0.6515151262283325,921.0,86.0,0.27586206793785095,1.0,20.0,0.6181261539459229,0.1666666716337204,0.800000011920929,47.0,4.0
9,0.20673637092113495,43.0,640.0,0.632591187953949,0.12208504974842072,0.6742424368858337,944.0,89.0,0.27586206793785095,1.0,20.0,0.6039018630981445,0.1666666716337204,0.800000011920929,47.0,4.0
10,0.2382134050130844,36.0,578.0,0.6177545785903931,0.14243324100971222,0.7272727489471436,1006.0,96.0,0.3333333432674408,1.0,15.0,0.5883620381355286,0.21052631735801697,0.800000011920929,52.0,4.0
11,0.24813896417617798,32.0,574.0,0.6056117415428162,0.1483679562807083,0.7575757503509521,1010.0,100.0,0.3636363446712494,1.0,13.0,0.574214518070221,0.23529411852359772,0.800000011920929,54.0,4.0
12,0.24043715000152588,44.0,512.0,0.5983901619911194,0.14666666090488434,0.6666666865348816,1072.0,88.0,0.3636363446712494,1.0,13.0,0.5620291829109192,0.23529411852359772,0.800000011920929,54.0,4.0
13,0.25832223892211914,35.0,522.0,0.5929434895515442,0.1567043662071228,0.7348484992980957,1062.0,97.0,0.3809524178504944,1.0,12.0,0.5488304495811462,0.25,0.800000011920929,55.0,4.0
