epoch,f1_score,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_f1_score,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.13725490868091583,72.0,641.0,0.9472024440765381,0.0614934116601944,0.3684210479259491,967.0,42.0,0.7058823108673096,1.0,21.0,0.5936556458473206,0.25,0.875,42.0,7.0
1,0.17910447716712952,62.0,582.0,0.7820692658424377,0.08201892673969269,0.45614033937454224,1026.0,52.0,0.8235294222831726,1.0,15.0,0.5239087343215942,0.3181818127632141,0.875,48.0,7.0
2,0.26511627435684204,44.0,500.0,0.6452351808547974,0.12280701845884323,0.6140350699424744,1108.0,70.0,0.9333333373069763,0.0,9.0,0.4623337388038635,0.47058823704719543,1.0,54.0,8.0
3,0.301980197429657,41.0,447.0,0.5717084407806396,0.14038461446762085,0.640350878238678,1161.0,73.0,1.0,0.0,5.0,0.4045068919658661,0.6153846383094788,1.0,58.0,8.0
4,0.4487534761428833,21.0,337.0,0.43556898832321167,0.216279074549675,0.8157894611358643,1271.0,93.0,1.0,0.0,0.0,0.35187986493110657,1.0,1.0,63.0,8.0
5,0.4941176772117615,23.0,283.0,0.4446936547756195,0.24331550300121307,0.7982456088066101,1325.0,91.0,1.0,0.0,0.0,0.30788975954055786,1.0,1.0,63.0,8.0
6,0.5740740895271301,10.0,237.0,0.3460279107093811,0.3049853444099426,0.9122806787490845,1371.0,104.0,1.0,0.0,0.0,0.26837170124053955,1.0,1.0,63.0,8.0
7,0.6470588445663452,10.0,215.0,0.2861132323741913,0.3260188102722168,0.9122806787490845,1393.0,104.0,1.0,0.0,0.0,0.2313610166311264,1.0,1.0,63.0,8.0
8,0.6868686676025391,9.0,170.0,0.26812946796417236,0.38181817531585693,0.9210526347160339,1438.0,105.0,1.0,0.0,0.0,0.20077109336853027,1.0,1.0,63.0,8.0
9,0.7555555105209351,8.0,137.0,0.24445325136184692,0.43621399998664856,0.9298245906829834,1471.0,106.0,1.0,0.0,0.0,0.17530457675457,1.0,1.0,63.0,8.0
10,0.7376425266265869,8.0,127.0,0.24644416570663452,0.45493561029434204,0.9298245906829834,1481.0,106.0,1.0,0.0,0.0,0.15528979897499084,1.0,1.0,63.0,8.0
11,0.7709091901779175,3.0,97.0,0.20249715447425842,0.5336538553237915,0.9736841917037964,1511.0,111.0,1.0,0.0,0.0,0.13718873262405396,1.0,1.0,63.0,8.0
12,0.8425196409225464,1.0,64.0,0.16375702619552612,0.6384180784225464,0.9912280440330505,1544.0,113.0,1.0,0.0,0.0,0.12094203382730484,1.0,1.0,63.0,8.0
13,0.8674699068069458,3.0,63.0,0.16081181168556213,0.6379310488700867,0.9736841917037964,1545.0,111.0,1.0,0.0,0.0,0.10714620351791382,1.0,1.0,63.0,8.0
14,0.8536585569381714,3.0,55.0,0.15244239568710327,0.6686747074127197,0.9736841917037964,1553.0,111.0,1.0,0.0,0.0,0.09616453945636749,1.0,1.0,63.0,8.0
15,0.8549019694328308,3.0,64.0,0.1416488140821457,0.6342856884002686,0.9736841917037964,1544.0,111.0,1.0,0.0,0.0,0.08626069873571396,1.0,1.0,63.0,8.0
16,0.8713693022727966,4.0,42.0,0.14766298234462738,0.7236841917037964,0.9649122953414917,1566.0,110.0,1.0,0.0,0.0,0.07820490747690201,1.0,1.0,63.0,8.0
